gear_ID,gear_Tier,health,damage,armor,focus,resist,crit_Damage,crit_Chance,speed,dodge_Chance,block_Chance,block_Amount,accuracy,picture,crafting_Part1_ID,crafting_Part1_Count,crafting_Part2_ID,crafting_Part2_Count,crafting_Part3_ID,crafting_Part3_Count,crafting_Cost,
T8_Hulk,8,1800,75,30,0,0,0,0,0,0,0,0,0,Gear_Hulk,Purple_Bio_Mat,1,Purple_Bio_Health_Mat,1,Purple_Bio_Damage_Mat,1,4600,
T9_Hulk,9,1900,80,35,0,0,0,0,0,0,0,0,0,Gear_Hulk,Purple_Bio_Mat,1,Purple_Bio_Health_Mat,2,Purple_Bio_Damage_Mat,2,5800,
T10_Hulk,10,2000,85,40,0,0,0,0,0,0,0,0,0,Gear_Hulk,Purple_Bio_Mat,4,Purple_Bio_Health_Mat,3,Purple_energy2,8,7300,
T11_Hulk,11,2200,85,45,0,0,0,0,0,0,0,0,0,Gear_Hulk,Purple_Bio_Mat,5,Purple_Bio_Health_Mat,5,Purple_energy2,10,9200,
T12_Hulk,12,2300,90,50,0,0,0,0,0,0,0,0,0,Gear_Hulk,Orange_Bio_Mat,1,Orange_Bio_Health_Mat,2,Orange_energy2,12,10000,
T13_Hulk,13,0,0,0,0,0,0,0,0,0,0,0,0,Gear_Hulk,Orange_Bio_Mat,2,Orange_Bio_Health_Mat,3,Orange_energy2,15,13000,
T14_Hulk,14,0,0,0,0,0,0,0,0,0,0,0,0,Gear_Hulk,Orange_Bio_Mat,4,Orange_Bio_Health_Mat,4,Orange_energy2,25,14000,
T15_Hulk,15,0,0,0,0,0,0,0,0,0,0,0,0,Gear_Hulk,Orange_Bio_Mat,7,Orange_Bio_Health_Mat,6,Orange_energy2,35,15000,
T16_Hulk,16,0,0,0,0,0,0,0,0,0,0,0,0,Gear_Hulk,,0,,0,,0,1000000,
T17_Hulk,17,0,0,0,0,0,0,0,0,0,0,0,0,Gear_Hulk,,0,,0,,0,1000000,
T18_Hulk,18,0,0,0,0,0,0,0,0,0,0,0,0,Gear_Hulk,,0,,0,,0,1000000,
T19_Hulk,19,0,0,0,0,0,0,0,0,0,0,0,0,Gear_Hulk,,0,,0,,0,1000000,
T20_Hulk,20,0,0,0,0,0,0,0,0,0,0,0,0,Gear_Hulk,,0,,0,,0,1000000,
T1_HydraDmg_AoE,1,180,25,0,2,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_HydraDmg_AoE,2,210,35,0,2,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Green_Tech_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_HydraDmg_AoE,3,300,40,0,2,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Green_Tech_Mat,1,Green_Damage_Mat,1,Green_Health_Mat,1,1900,
T4_HydraDmg_AoE,4,420,45,0,2,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Health_Mat,1,2200,
T5_HydraDmg_AoE,5,550,50,0,2,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Health_Mat,1,2400,
T6_HydraDmg_AoE,6,640,55,0,4,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Blue_Tech_Mat,2,Blue_Tech_Damage_Mat,2,Blue_Tech_Health_Mat,2,2800,
T7_HydraDmg_AoE,7,700,60,0,4,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Blue_Tech_Mat,3,Blue_Tech_Damage_Mat,2,Blue_Tech_Health_Mat,2,3400,
T8_HydraDmg_AoE,8,760,60,0,5,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,1,Purple_Tech_Health_Mat,1,4600,
T9_HydraDmg_AoE,9,800,65,0,7,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,2,Purple_Tech_Health_Mat,2,5800,
T10_HydraDmg_AoE,10,900,65,0,8,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Purple_Tech_Mat,4,Purple_Tech_Damage_Mat,3,Purple_energy4,8,7300,
T11_HydraDmg_AoE,11,1000,70,0,9,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Purple_Tech_Mat,5,Purple_Tech_Damage_Mat,5,Purple_energy4,10,9200,
T12_HydraDmg_AoE,12,1200,70,0,10,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Orange_Tech_Mat,1,Orange_Tech_Damage_Mat,2,Orange_energy4,12,10000,
T13_HydraDmg_AoE,13,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Orange_Tech_Mat,2,Orange_Tech_Damage_Mat,3,Orange_energy4,15,13000,
T14_HydraDmg_AoE,14,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Orange_Tech_Mat,4,Orange_Tech_Damage_Mat,4,Orange_energy4,25,14000,
T15_HydraDmg_AoE,15,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,Orange_Tech_Mat,7,Orange_Tech_Damage_Mat,6,Orange_energy4,35,15000,
T16_HydraDmg_AoE,16,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,,0,,0,,0,1000000,
T17_HydraDmg_AoE,17,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,,0,,0,,0,1000000,
T18_HydraDmg_AoE,18,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,,0,,0,,0,1000000,
T19_HydraDmg_AoE,19,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,,0,,0,,0,1000000,
T20_HydraDmg_AoE,20,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_AoE,,0,,0,,0,1000000,
T1_HydraDmg_Buff,1,0,20,0,3,3,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_HydraDmg_Buff,2,0,25,0,3,3,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Green_Tech_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_HydraDmg_Buff,3,0,30,0,3,3,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Green_Tech_Mat,1,Green_Damage_Mat,1,Green_Focus_Mat,1,1900,
T4_HydraDmg_Buff,4,0,35,0,3,3,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Focus_Mat,1,2200,
T5_HydraDmg_Buff,5,0,40,0,3,6,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Focus_Mat,1,2400,
T6_HydraDmg_Buff,6,0,45,0,6,6,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Blue_Tech_Mat,2,Blue_Tech_Damage_Mat,2,Blue_Tech_Focus_Mat,2,2800,
T7_HydraDmg_Buff,7,0,50,0,8,6,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Blue_Tech_Mat,3,Blue_Tech_Damage_Mat,2,Blue_Tech_Focus_Mat,2,3400,
T8_HydraDmg_Buff,8,0,50,0,8,8,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,1,Purple_Tech_Focus_Mat,1,4600,
T9_HydraDmg_Buff,9,0,55,0,8,8,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,2,Purple_Tech_Focus_Mat,2,5800,
T10_HydraDmg_Buff,10,0,55,0,8,10,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Purple_Tech_Mat,4,Purple_Tech_Damage_Mat,3,Purple_equipment3,8,7300,
T11_HydraDmg_Buff,11,0,60,0,8,10,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Purple_Tech_Mat,5,Purple_Tech_Damage_Mat,5,Purple_equipment3,10,9200,
T12_HydraDmg_Buff,12,0,60,0,10,10,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Orange_Tech_Mat,1,Orange_Tech_Damage_Mat,2,Orange_equipment3,12,10000,
T13_HydraDmg_Buff,13,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Orange_Tech_Mat,2,Orange_Tech_Damage_Mat,3,Orange_equipment3,15,13000,
T14_HydraDmg_Buff,14,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Orange_Tech_Mat,4,Orange_Tech_Damage_Mat,4,Orange_equipment3,25,14000,
T15_HydraDmg_Buff,15,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,Orange_Tech_Mat,7,Orange_Tech_Damage_Mat,6,Orange_equipment3,35,15000,
T16_HydraDmg_Buff,16,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,,0,,0,,0,1000000,
T17_HydraDmg_Buff,17,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,,0,,0,,0,1000000,
T18_HydraDmg_Buff,18,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,,0,,0,,0,1000000,
T19_HydraDmg_Buff,19,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,,0,,0,,0,1000000,
T20_HydraDmg_Buff,20,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Buff,,0,,0,,0,1000000,
T1_HydraDmg_Single,1,50,15,0,2,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_HydraDmg_Single,2,50,20,0,2,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Green_Tech_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_HydraDmg_Single,3,80,20,0,2,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Green_Tech_Mat,1,Green_Damage_Mat,1,Green_Health_Mat,1,1900,
T4_HydraDmg_Single,4,110,20,0,4,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Health_Mat,1,2200,
T5_HydraDmg_Single,5,130,25,0,4,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Health_Mat,1,2400,
T6_HydraDmg_Single,6,150,25,0,6,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Blue_Tech_Mat,2,Blue_Tech_Damage_Mat,2,Blue_Tech_Health_Mat,2,2800,
T7_HydraDmg_Single,7,160,25,0,6,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Blue_Tech_Mat,3,Blue_Tech_Damage_Mat,2,Blue_Tech_Health_Mat,2,3400,
T8_HydraDmg_Single,8,165,25,0,7,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,1,Purple_Tech_Health_Mat,1,4600,
T9_HydraDmg_Single,9,170,30,0,7,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,2,Purple_Tech_Health_Mat,2,5800,
T10_HydraDmg_Single,10,175,30,0,8,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Purple_Tech_Mat,4,Purple_Tech_Damage_Mat,3,Purple_equipment3,8,7300,
T11_HydraDmg_Single,11,180,30,0,8,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Purple_Tech_Mat,5,Purple_Tech_Damage_Mat,5,Purple_equipment3,10,9200,
T12_HydraDmg_Single,12,190,40,0,10,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Orange_Tech_Mat,1,Orange_Tech_Damage_Mat,2,Orange_equipment3,12,10000,
T13_HydraDmg_Single,13,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Orange_Tech_Mat,2,Orange_Tech_Damage_Mat,3,Orange_equipment3,15,13000,
T14_HydraDmg_Single,14,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Orange_Tech_Mat,4,Orange_Tech_Damage_Mat,4,Orange_equipment3,25,14000,
T15_HydraDmg_Single,15,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,Orange_Tech_Mat,7,Orange_Tech_Damage_Mat,6,Orange_equipment3,35,15000,
T16_HydraDmg_Single,16,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,,0,,0,,0,1000000,
T17_HydraDmg_Single,17,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,,0,,0,,0,1000000,
T18_HydraDmg_Single,18,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,,0,,0,,0,1000000,
T19_HydraDmg_Single,19,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,,0,,0,,0,1000000,
T20_HydraDmg_Single,20,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraDmg_Single,,0,,0,,0,1000000,
T1_HydraSupport_Heal,1,0,20,0,2,6,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_HydraSupport_Heal,2,0,25,0,2,6,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Green_Mystic_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_HydraSupport_Heal,3,0,30,0,2,7,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Green_Mystic_Mat,1,Green_Damage_Mat,1,Green_Resist_Mat,1,1900,
T4_HydraSupport_Heal,4,0,35,0,3,8,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Resist_Mat,1,2200,
T5_HydraSupport_Heal,5,0,40,0,3,10,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Resist_Mat,1,2400,
T6_HydraSupport_Heal,6,0,40,0,6,10,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Blue_Mystic_Mat,2,Blue_Mystic_Damage_Mat,2,Blue_Mystic_Resist_Mat,2,2800,
T7_HydraSupport_Heal,7,0,45,0,6,11,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Blue_Mystic_Mat,3,Blue_Mystic_Damage_Mat,2,Blue_Mystic_Resist_Mat,2,3400,
T8_HydraSupport_Heal,8,0,45,0,8,11,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Purple_Mystic_Mat,1,Purple_Mystic_Damage_Mat,1,Purple_Mystic_Resist_Mat,1,4600,
T9_HydraSupport_Heal,9,0,50,0,8,12,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Purple_Mystic_Mat,1,Purple_Mystic_Damage_Mat,2,Purple_Mystic_Resist_Mat,2,5800,
T10_HydraSupport_Heal,10,0,50,0,9,13,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Purple_Mystic_Mat,4,Purple_Mystic_Damage_Mat,3,Purple_serum2,8,7300,
T11_HydraSupport_Heal,11,0,55,0,9,14,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Purple_Mystic_Mat,5,Purple_Mystic_Damage_Mat,5,Purple_serum2,10,9200,
T12_HydraSupport_Heal,12,0,60,0,10,15,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Orange_Mystic_Mat,1,Orange_Mystic_Damage_Mat,2,Orange_serum2,12,10000,
T13_HydraSupport_Heal,13,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Orange_Mystic_Mat,2,Orange_Mystic_Damage_Mat,3,Orange_serum2,15,13000,
T14_HydraSupport_Heal,14,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Orange_Mystic_Mat,4,Orange_Mystic_Damage_Mat,4,Orange_serum2,25,14000,
T15_HydraSupport_Heal,15,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,Orange_Mystic_Mat,7,Orange_Mystic_Damage_Mat,6,Orange_serum2,35,15000,
T16_HydraSupport_Heal,16,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,,0,,0,,0,1000000,
T17_HydraSupport_Heal,17,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,,0,,0,,0,1000000,
T18_HydraSupport_Heal,18,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,,0,,0,,0,1000000,
T19_HydraSupport_Heal,19,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,,0,,0,,0,1000000,
T20_HydraSupport_Heal,20,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraSupport_Heal,,0,,0,,0,1000000,
T1_HydraTank_Taunt,1,100,0,5,0,2,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_HydraTank_Taunt,2,100,0,15,0,2,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Green_Mystic_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_HydraTank_Taunt,3,160,0,20,0,3,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Green_Mystic_Mat,1,Green_Damage_Mat,1,Green_Health_Mat,1,1900,
T4_HydraTank_Taunt,4,275,0,20,0,3,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Health_Mat,1,2200,
T5_HydraTank_Taunt,5,300,0,25,0,5,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Health_Mat,1,2400,
T6_HydraTank_Taunt,6,400,0,30,0,5,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Blue_Mystic_Mat,2,Blue_Mystic_Damage_Mat,2,Blue_Mystic_Health_Mat,2,2800,
T7_HydraTank_Taunt,7,500,0,35,0,6,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Blue_Mystic_Mat,3,Blue_Mystic_Damage_Mat,2,Blue_Mystic_Health_Mat,2,3400,
T8_HydraTank_Taunt,8,550,0,40,0,7,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Purple_Mystic_Mat,1,Purple_Mystic_Damage_Mat,1,Purple_Mystic_Health_Mat,1,4600,
T9_HydraTank_Taunt,9,600,0,45,0,7,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Purple_Mystic_Mat,1,Purple_Mystic_Damage_Mat,2,Purple_Mystic_Health_Mat,2,5800,
T10_HydraTank_Taunt,10,600,0,50,0,8,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Purple_Mystic_Mat,4,Purple_Mystic_Damage_Mat,3,Purple_equipment2,8,7300,
T11_HydraTank_Taunt,11,650,0,50,0,8,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Purple_Mystic_Mat,5,Purple_Mystic_Damage_Mat,5,Purple_equipment2,10,9200,
T12_HydraTank_Taunt,12,650,0,60,0,10,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Orange_Mystic_Mat,1,Orange_Mystic_Damage_Mat,2,Orange_equipment2,12,10000,
T13_HydraTank_Taunt,13,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Orange_Mystic_Mat,2,Orange_Mystic_Damage_Mat,3,Orange_equipment2,15,13000,
T14_HydraTank_Taunt,14,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Orange_Mystic_Mat,4,Orange_Mystic_Damage_Mat,4,Orange_equipment2,25,14000,
T15_HydraTank_Taunt,15,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,Orange_Mystic_Mat,7,Orange_Mystic_Damage_Mat,6,Orange_equipment2,35,15000,
T16_HydraTank_Taunt,16,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,,0,,0,,0,1000000,
T17_HydraTank_Taunt,17,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,,0,,0,,0,1000000,
T18_HydraTank_Taunt,18,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,,0,,0,,0,1000000,
T19_HydraTank_Taunt,19,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,,0,,0,,0,1000000,
T20_HydraTank_Taunt,20,0,0,0,0,0,0,0,0,0,0,0,0,Gear_HydraTank_Taunt,,0,,0,,0,1000000,
T1_IronFist,1,0,13,0,7,2,0,0,0,0,0,0,0,Gear_IronFist,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_IronFist,2,0,16,0,7,2,0,0,0,0,0,0,0,Gear_IronFist,Green_Mystic_Mat,1,Green_Focus_Mat,1,,0,1100,
T3_IronFist,3,0,18,0,8,2,0,0,0,0,0,0,0,Gear_IronFist,Green_Mystic_Mat,1,Green_Focus_Mat,1,Green_Damage_Mat,1,1900,
T4_IronFist,4,0,20,0,9,3,0,0,0,0,0,0,0,Gear_IronFist,Blue_Mystic_Mat,1,Blue_Mystic_Focus_Mat,1,Blue_Mystic_Damage_Mat,1,2200,
T5_IronFist,5,0,24,0,10,3,0,0,0,0,0,0,0,Gear_IronFist,Blue_Mystic_Mat,1,Blue_Mystic_Focus_Mat,1,Blue_Mystic_Damage_Mat,1,2400,
T6_IronFist,6,0,25,0,11,4,0,0,0,0,0,0,0,Gear_IronFist,Blue_Mystic_Mat,2,Blue_Mystic_Focus_Mat,2,Blue_Mystic_Damage_Mat,2,2800,
T7_IronFist,7,0,25,0,12,5,0,0,0,0,0,0,0,Gear_IronFist,Blue_Mystic_Mat,3,Blue_Mystic_Focus_Mat,2,Blue_Mystic_Damage_Mat,2,3400,
T8_IronFist,8,0,25,0,12,6,0,0,0,0,0,0,0,Gear_IronFist,Purple_Mystic_Mat,1,Purple_Mystic_Focus_Mat,1,Purple_Mystic_Damage_Mat,1,4600,
T9_IronFist,9,0,25,0,13,7,0,0,0,0,0,0,0,Gear_IronFist,Purple_Mystic_Mat,1,Purple_Mystic_Focus_Mat,2,Purple_Mystic_Damage_Mat,2,5800,
T10_IronFist,10,0,25,0,13,8,0,0,0,0,0,0,0,Gear_IronFist,Purple_Mystic_Mat,4,Purple_Mystic_Focus_Mat,3,Purple_energy1,8,7300,
T11_IronFist,11,0,30,0,14,9,0,0,0,0,0,0,0,Gear_IronFist,Purple_Mystic_Mat,5,Purple_Mystic_Focus_Mat,5,Purple_energy1,10,9200,
T12_IronFist,12,0,35,0,15,10,0,0,0,0,0,0,0,Gear_IronFist,Orange_Mystic_Mat,1,Orange_Mystic_Focus_Mat,2,Orange_energy1,12,10000,
T13_IronFist,13,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronFist,Orange_Mystic_Mat,2,Orange_Mystic_Focus_Mat,3,Orange_energy1,15,13000,
T14_IronFist,14,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronFist,Orange_Mystic_Mat,4,Orange_Mystic_Focus_Mat,4,Orange_energy1,25,14000,
T15_IronFist,15,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronFist,Orange_Mystic_Mat,7,Orange_Mystic_Focus_Mat,6,Orange_energy1,35,15000,
T16_IronFist,16,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronFist,,0,,0,,0,1000000,
T17_IronFist,17,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronFist,,0,,0,,0,1000000,
T18_IronFist,18,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronFist,,0,,0,,0,1000000,
T19_IronFist,19,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronFist,,0,,0,,0,1000000,
T20_IronFist,20,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronFist,,0,,0,,0,1000000,
T1_IronMan,1,0,30,10,3,0,0,0,0,0,0,0,0,Gear_IronMan,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_IronMan,2,0,40,20,3,0,0,0,0,0,0,0,0,Gear_IronMan,Green_Tech_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_IronMan,3,0,45,25,3,0,0,0,0,0,0,0,0,Gear_IronMan,Green_Tech_Mat,1,Green_Damage_Mat,1,Green_Armor_Mat,1,1900,
T4_IronMan,4,0,45,45,3,0,0,0,0,0,0,0,0,Gear_IronMan,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Armor_Mat,1,2200,
T5_IronMan,5,0,55,50,4,0,0,0,0,0,0,0,0,Gear_IronMan,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Armor_Mat,1,2400,
T6_IronMan,6,0,60,60,4,0,0,0,0,0,0,0,0,Gear_IronMan,Blue_Tech_Mat,2,Blue_Tech_Damage_Mat,2,Blue_Tech_Armor_Mat,2,2800,
T7_IronMan,7,0,75,70,7,0,0,0,0,0,0,0,0,Gear_IronMan,Blue_Tech_Mat,3,Blue_Tech_Damage_Mat,2,Blue_Tech_Armor_Mat,2,3400,
T8_IronMan,8,0,80,80,7,0,0,0,0,0,0,0,0,Gear_IronMan,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,1,Purple_Tech_Armor_Mat,1,4600,
T9_IronMan,9,0,80,85,9,0,0,0,0,0,0,0,0,Gear_IronMan,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,2,Purple_Tech_Armor_Mat,2,5800,
T10_IronMan,10,0,80,90,9,0,0,0,0,0,0,0,0,Gear_IronMan,Purple_Tech_Mat,4,Purple_Tech_Damage_Mat,3,Purple_energy2,8,7300,
T11_IronMan,11,0,80,95,10,0,0,0,0,0,0,0,0,Gear_IronMan,Purple_Tech_Mat,5,Purple_Tech_Damage_Mat,5,Purple_energy2,10,9200,
T12_IronMan,12,0,85,100,10,0,0,0,0,0,0,0,0,Gear_IronMan,Orange_Tech_Mat,1,Orange_Tech_Damage_Mat,2,Orange_energy2,12,10000,
T13_IronMan,13,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronMan,Orange_Tech_Mat,2,Orange_Tech_Damage_Mat,3,Orange_energy2,15,13000,
T14_IronMan,14,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronMan,Orange_Tech_Mat,4,Orange_Tech_Damage_Mat,4,Orange_energy2,25,14000,
T15_IronMan,15,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronMan,Orange_Tech_Mat,7,Orange_Tech_Damage_Mat,6,Orange_energy2,35,15000,
T16_IronMan,16,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronMan,,0,,0,,0,1000000,
T17_IronMan,17,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronMan,,0,,0,,0,1000000,
T18_IronMan,18,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronMan,,0,,0,,0,1000000,
T19_IronMan,19,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronMan,,0,,0,,0,1000000,
T20_IronMan,20,0,0,0,0,0,0,0,0,0,0,0,0,Gear_IronMan,,0,,0,,0,1000000,
T1_JessicaJones,1,150,0,0,15,85,0,0,0,0,0,0,0,Gear_JessicaJones,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
